A,B,C,State,County,Municipality,Zip,Area,D,E,F,State_dest,County_dest,Municipality_dest,Zip_dest,Area_dest,Mode,Number,MOE
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,11315,Massachusetts,Norfolk County,Canton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",224,96
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,11315,Massachusetts,Norfolk County,Canton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",46,47
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,16495,Massachusetts,Norfolk County,Dedham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",206,77
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,16495,Massachusetts,Norfolk County,Dedham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",9,16
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,16495,Massachusetts,Norfolk County,Dedham town,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,7,11
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,24820,Massachusetts,Norfolk County,Foxborough town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",39,33
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,41690,Massachusetts,Norfolk County,Milton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",105,83
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,44105,Massachusetts,Norfolk County,Needham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",718,187
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,44105,Massachusetts,Norfolk County,Needham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",8,13
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,44105,Massachusetts,Norfolk County,Needham town,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,22,36
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,50250,Massachusetts,Norfolk County,Norwood town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",115,61
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,50250,Massachusetts,Norfolk County,Norwood town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",8,13
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,50250,Massachusetts,Norfolk County,Norwood town,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,9,17
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,55745,Massachusetts,Norfolk County,Quincy city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",324,119
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,55745,Massachusetts,Norfolk County,Quincy city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,8,12
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,55955,Massachusetts,Norfolk County,Randolph town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",72,51
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,67945,Massachusetts,Norfolk County,Stoughton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",52,46
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,72495,Massachusetts,Norfolk County,Walpole town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",21,24
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,72495,Massachusetts,Norfolk County,Walpole town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",17,28
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,72495,Massachusetts,Norfolk County,Walpole town,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,4,8
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,74175,Massachusetts,Norfolk County,Wellesley town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",774,140
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,74175,Massachusetts,Norfolk County,Wellesley town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",193,110
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,74175,Massachusetts,Norfolk County,Wellesley town,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,64,57
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,74175,Massachusetts,Norfolk County,Wellesley town,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,17,19
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,78690,Massachusetts,Norfolk County,Westwood town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",97,54
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,78690,Massachusetts,Norfolk County,Westwood town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",19,31
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,78972,Massachusetts,Norfolk County,Weymouth Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",121,65
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,78972,Massachusetts,Norfolk County,Weymouth Town city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,25,28
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,78972,Massachusetts,Norfolk County,Weymouth Town city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,7,11
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,23,9000,Massachusetts,Plymouth County,Brockton city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",70,42
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,23,30210,Massachusetts,Plymouth County,Hingham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",51,45
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,23,30210,Massachusetts,Plymouth County,Hingham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",16,14
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone","6,738",520
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled","1,182",280
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,"4,031",330
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,253,100
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,13205,Massachusetts,Suffolk County,Chelsea city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",70,44
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,13205,Massachusetts,Suffolk County,Chelsea city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",37,36
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,56585,Massachusetts,Suffolk County,Revere city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",53,64
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,56585,Massachusetts,Suffolk County,Revere city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",9,14
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,27,41165,Massachusetts,Worcester County,Milford town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",34,44
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,27,41165,Massachusetts,Worcester County,Milford town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",13,22
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,27,46820,Massachusetts,Worcester County,Northborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",29,35
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,27,46820,Massachusetts,Worcester County,Northborough town,49340,"Worcester, MA-CT ",Other travel mode,8,13
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,27,63165,Massachusetts,Worcester County,Southborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",55,38
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,27,63165,Massachusetts,Worcester County,Southborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",11,17
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,27,75015,Massachusetts,Worcester County,Westborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",86,51
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,27,75015,Massachusetts,Worcester County,Westborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",8,12
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,27,82000,Massachusetts,Worcester County,Worcester city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",182,75
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,27,82000,Massachusetts,Worcester County,Worcester city,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",15,24
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,27,82000,Massachusetts,Worcester County,Worcester city,49340,"Worcester, MA-CT ",Public transportation,25,39
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",33,11,50260,New Hampshire,Hillsborough County,Nashua city,31700,"Manchester-Nashua, NH ","Car, truck, or van: Drove alone",17,22
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",36,61,44919,New York,New York County,Manhattan borough,35620,"New York-Newark-Jersey City, NY-NJ-PA ","Car, truck, or van: Drove alone",34,25
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",36,61,44919,New York,New York County,Manhattan borough,35620,"New York-Newark-Jersey City, NY-NJ-PA ",Other travel mode,10,14
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",44,7,59000,Rhode Island,Providence County,Providence city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",85,48
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",44,7,59000,Rhode Island,Providence County,Providence city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",7,10
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,1465,Massachusetts,Essex County,Andover town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",271,100
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,1465,Massachusetts,Essex County,Andover town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",21,26
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,5595,Massachusetts,Essex County,Beverly city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",87,59
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,16250,Massachusetts,Essex County,Danvers town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",230,88
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,29405,Massachusetts,Essex County,Haverhill city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",64,52
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,34550,Massachusetts,Essex County,Lawrence city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",111,102
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,40710,Massachusetts,Essex County,Methuen Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",46,37
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,41095,Massachusetts,Essex County,Middleton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",66,46
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,52490,Massachusetts,Essex County,Peabody city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",178,88
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,52490,Massachusetts,Essex County,Peabody city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",15,23
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,59105,Massachusetts,Essex County,Salem city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",28,32
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,59105,Massachusetts,Essex County,Salem city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",23,27
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,60015,Massachusetts,Essex County,Saugus town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",97,79
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,1605,Massachusetts,Middlesex County,Arlington town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",70,68
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,4615,Massachusetts,Middlesex County,Bedford town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",72,46
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,4615,Massachusetts,Middlesex County,Bedford town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",15,23
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,5805,Massachusetts,Middlesex County,Billerica town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",106,78
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,9840,Massachusetts,Middlesex County,Burlington town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",331,181
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,9840,Massachusetts,Middlesex County,Burlington town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",17,28
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,11000,Massachusetts,Middlesex County,Cambridge city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",239,113
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,11000,Massachusetts,Middlesex County,Cambridge city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",42,39
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,11000,Massachusetts,Middlesex County,Cambridge city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,14,22
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,21990,Massachusetts,Middlesex County,Everett city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",57,45
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,24925,Massachusetts,Middlesex County,Framingham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",41,38
25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,35215,Massachusetts,Middlesex County,Lexington town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",116,89
