A,B,C,State,County,Municipality,Zip,Area,D,E,F,State_dest,County_dest,Municipality_dest,Zip_dest,Area_dest,Mode,Number,MOE
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,9175,Massachusetts,Norfolk County,Brookline town,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,5,10
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,44105,Massachusetts,Norfolk County,Needham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",43,45
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,44105,Massachusetts,Norfolk County,Needham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",10,16
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,55745,Massachusetts,Norfolk County,Quincy city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",34,30
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,55745,Massachusetts,Norfolk County,Quincy city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",6,10
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,55745,Massachusetts,Norfolk County,Quincy city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,6,12
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone","2,219",328
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",478,192
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,"1,242",219
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,81,59
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,13205,Massachusetts,Suffolk County,Chelsea city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",431,190
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,13205,Massachusetts,Suffolk County,Chelsea city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",8,12
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,13205,Massachusetts,Suffolk County,Chelsea city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,9,14
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,56585,Massachusetts,Suffolk County,Revere city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",116,65
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,56585,Massachusetts,Suffolk County,Revere city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",30,35
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,56585,Massachusetts,Suffolk County,Revere city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,20,22
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,56585,Massachusetts,Suffolk County,Revere city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,5,8
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",999,293
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",190,130
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,30,46
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,498,137
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",36,59,34000,New York,Nassau County,Hempstead town,35620,"New York-Newark-Jersey City, NY-NJ-PA ","Car, truck, or van: Drove alone",12,20
25,25,81005,Massachusetts,Suffolk County,Winthrop Town city,14460,"Boston-Cambridge-Newton, MA-NH ",36,59,34000,New York,Nassau County,Hempstead town,35620,"New York-Newark-Jersey City, NY-NJ-PA ",Other travel mode,47,76
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,17,380,Massachusetts,Middlesex County,Acton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",31,34
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,17,380,Massachusetts,Middlesex County,Acton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",47,77
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,17,5805,Massachusetts,Middlesex County,Billerica town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",69,58
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,17,13135,Massachusetts,Middlesex County,Chelmsford town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",150,206
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,17,38715,Massachusetts,Middlesex County,Marlborough city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",54,44
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,17,72600,Massachusetts,Middlesex County,Waltham city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",31,28
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,17,72600,Massachusetts,Middlesex County,Waltham city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",15,24
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",49,48
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",337,183
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",33,44
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",Other travel mode,93,60
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,27,23875,Massachusetts,Worcester County,Fitchburg city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",263,119
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,27,23875,Massachusetts,Worcester County,Fitchburg city,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",70,84
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,27,25485,Massachusetts,Worcester County,Gardner city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",209,103
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,27,25485,Massachusetts,Worcester County,Gardner city,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",9,15
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,27,35075,Massachusetts,Worcester County,Leominster city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",276,121
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,27,35075,Massachusetts,Worcester County,Leominster city,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",7,13
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,27,37420,Massachusetts,Worcester County,Lunenburg town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",56,51
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,27,77010,Massachusetts,Worcester County,Westminster town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",68,70
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,27,77010,Massachusetts,Worcester County,Westminster town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",10,15
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,27,80405,Massachusetts,Worcester County,Winchendon town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",177,104
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",25,27,82000,Massachusetts,Worcester County,Worcester city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",208,117
25,27,1885,Massachusetts,Worcester County,Ashburnham town,49340,"Worcester, MA-CT ",33,5,64580,New Hampshire,Cheshire County,Rindge town,,,"Car, truck, or van: Drove alone",47,44
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,11,27100,Massachusetts,Franklin County,Greenfield Town city,,,"Car, truck, or van: Drove alone",192,127
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,11,27100,Massachusetts,Franklin County,Greenfield Town city,,,"Car, truck, or van: Carpooled",42,42
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,11,51265,Massachusetts,Franklin County,Orange town,,,"Car, truck, or van: Drove alone",392,114
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,11,51265,Massachusetts,Franklin County,Orange town,,,"Car, truck, or van: Carpooled",114,93
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,13,30840,Massachusetts,Hampden County,Holyoke city,44140,"Springfield, MA ","Car, truck, or van: Drove alone",29,27
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,15,1325,Massachusetts,Hampshire County,Amherst town,44140,"Springfield, MA ","Car, truck, or van: Drove alone",20,19
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,15,1325,Massachusetts,Hampshire County,Amherst town,44140,"Springfield, MA ","Car, truck, or van: Carpooled",45,47
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,17,3005,Massachusetts,Middlesex County,Ayer town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",42,34
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,17,3005,Massachusetts,Middlesex County,Ayer town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",11,19
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone","1,174",212
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",112,64
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",Public transportation,22,33
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",Other travel mode,225,81
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,14395,Massachusetts,Worcester County,Clinton town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",16,19
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,14395,Massachusetts,Worcester County,Clinton town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",7,12
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,23875,Massachusetts,Worcester County,Fitchburg city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",209,94
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,25485,Massachusetts,Worcester County,Gardner city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",315,113
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,25485,Massachusetts,Worcester County,Gardner city,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",49,44
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,35075,Massachusetts,Worcester County,Leominster city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",144,86
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,35075,Massachusetts,Worcester County,Leominster city,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",33,44
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,37420,Massachusetts,Worcester County,Lunenburg town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",11,19
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,37420,Massachusetts,Worcester County,Lunenburg town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",6,10
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,53120,Massachusetts,Worcester County,Petersham town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",23,26
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,53120,Massachusetts,Worcester County,Petersham town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",19,32
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,53225,Massachusetts,Worcester County,Phillipston town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",90,101
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,53225,Massachusetts,Worcester County,Phillipston town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",27,41
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,58580,Massachusetts,Worcester County,Royalston town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",86,70
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,69275,Massachusetts,Worcester County,Templeton town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",108,72
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,77010,Massachusetts,Worcester County,Westminster town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",32,37
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,80405,Massachusetts,Worcester County,Winchendon town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",18,20
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,80405,Massachusetts,Worcester County,Winchendon town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",11,21
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",25,27,82000,Massachusetts,Worcester County,Worcester city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",115,65
25,27,2480,Massachusetts,Worcester County,Athol town,49340,"Worcester, MA-CT ",33,5,39300,New Hampshire,Cheshire County,Keene city,,,"Car, truck, or van: Drove alone",52,55
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,3005,Massachusetts,Middlesex County,Ayer town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",18,18
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,3005,Massachusetts,Middlesex County,Ayer town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",42,64
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,9840,Massachusetts,Middlesex County,Burlington town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",45,40
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,11000,Massachusetts,Middlesex County,Cambridge city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",49,39
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,11000,Massachusetts,Middlesex County,Cambridge city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,8,13
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,13135,Massachusetts,Middlesex County,Chelmsford town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",20,19
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,24925,Massachusetts,Middlesex County,Framingham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",143,63
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,24925,Massachusetts,Middlesex County,Framingham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",18,29
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,31085,Massachusetts,Middlesex County,Hopkinton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",101,59
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,31540,Massachusetts,Middlesex County,Hudson town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",19,19
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,38715,Massachusetts,Middlesex County,Marlborough city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",53,32
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,38715,Massachusetts,Middlesex County,Marlborough city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",12,19
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,43895,Massachusetts,Middlesex County,Natick town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",79,51
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,43895,Massachusetts,Middlesex County,Natick town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",14,18
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",27,27
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,68050,Massachusetts,Middlesex County,Stow town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",35,28
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,72600,Massachusetts,Middlesex County,Waltham city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",87,49
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,17,72600,Massachusetts,Middlesex County,Waltham city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",14,24
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,21,25172,Massachusetts,Norfolk County,Franklin Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",31,27
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",47,36
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",25,29
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,37,37
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,51,69
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone","1,207",205
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",82,43
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",Public transportation,9,14
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",Other travel mode,266,99
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,7525,Massachusetts,Worcester County,Boylston town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",32,32
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,12715,Massachusetts,Worcester County,Charlton town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",36,49
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,12715,Massachusetts,Worcester County,Charlton town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",6,10
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,23875,Massachusetts,Worcester County,Fitchburg city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",35,35
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,25485,Massachusetts,Worcester County,Gardner city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",88,68
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,26430,Massachusetts,Worcester County,Grafton town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",149,79
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,26430,Massachusetts,Worcester County,Grafton town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",6,9
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,30560,Massachusetts,Worcester County,Holden town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",75,51
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,34795,Massachusetts,Worcester County,Leicester town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",70,48
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,35075,Massachusetts,Worcester County,Leominster city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",43,38
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,35075,Massachusetts,Worcester County,Leominster city,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",6,11
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,41165,Massachusetts,Worcester County,Milford town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",77,49
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,41165,Massachusetts,Worcester County,Milford town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",6,9
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,41340,Massachusetts,Worcester County,Millbury town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",147,66
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,41340,Massachusetts,Worcester County,Millbury town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",5,9
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,46820,Massachusetts,Worcester County,Northborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",52,37
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,46820,Massachusetts,Worcester County,Northborough town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",11,16
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,46925,Massachusetts,Worcester County,Northbridge town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",39,31
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,51825,Massachusetts,Worcester County,Oxford town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",29,26
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,51825,Massachusetts,Worcester County,Oxford town,49340,"Worcester, MA-CT ","Car, truck, or van: Carpooled",17,20
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,51825,Massachusetts,Worcester County,Oxford town,49340,"Worcester, MA-CT ",Other travel mode,33,33
25,27,2760,Massachusetts,Worcester County,Auburn town,49340,"Worcester, MA-CT ",25,27,61800,Massachusetts,Worcester County,Shrewsbury town,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",356,144
